seqnames	start	end	width	strand	gene_id	name	hid	p	fdr	count	effectsize	count.pred	count.density	count.pred.density	eligible	p.neg	fdr.neg
chr6	31982068	32002672	20605	+	720	C4A	505	0.009	1	24	2.21	5.19	0.00447	9.66e-4	5375	0.99	1
chr3	119524293	119559614	35322	-	941	CD80	668	0.009	1	7	2.43	1.3	0.00807	0.0015	867	0.99	1
chr22	29730956	29767011	36056	-	55954	ZMAT5	11207	0.0092	1	3	2.71	0.459	0.00585	8.95e-4	513	0.99	1
chrX	129779949	129795201	15253	+	54440	SASH3	10222	0.0093	1	13	2.25	2.74	0.0114	0.0024	1143	0.99	1
chr12	26120030	26125037	5008	-	79365	BHLHE41	12596	0.0093	1	10	2.36	1.95	0.0069	0.00134	1449	0.99	1
chr3	59747277	61251459	1504183	-	2272	FHIT	1602	0.0095	1	4	2.56	0.677	0.00555	9.39e-4	721	0.99	1
chr19	2476127	2478259	2133	+	4616	GADD45B	3043	0.0097	1	9	2.34	1.77	0.00746	0.00147	1206	0.99	1
chr6	79233718	79236797	3080	+	100288198	HMGN3-AS1	22230	0.0098	1	1	6.41	0.0118	0.0667	7.84e-4	15	1	1
chr6	31971091	32013787	42697	+	8859	STK19	5885	0.0099	1	31	2.13	7.1	0.00423	9.7e-4	7320	0.99	1
chr12	6946468	6961316	14849	+	5777	PTPN6	3904	0.01	1	27	2.14	6.13	0.00974	0.00221	2773	0.99	1
chr2	197453423	197475308	21886	+	80219	COQ10B	13057	0.01	1	4	2.61	0.655	0.00543	8.89e-4	737	0.99	1
chr8	17246931	17298024	51094	+	137492	VPS37A	15577	0.01	1	8	2.49	1.43	0.0043	7.67e-4	1860	0.99	1
chr12	104303739	104305205	1467	+	493861	EID3	20163	0.01	1	7	2.51	1.23	0.00699	0.00123	1002	0.99	1
chr15	40351033	40356434	5402	+	644844	PHGR1	20612	0.01	1	3	3.03	0.366	0.012	0.00147	249	1	1
chr2	97646062	97648383	2322	+	1329	COX5B	937	0.011	1	3	2.71	0.458	0.00769	0.00118	390	0.99	1
chr9	87726109	87731469	5361	+	1514	CTSL	1077	0.011	1	5	2.44	0.92	0.00389	7.17e-4	1284	0.99	1
chr17	39757718	39864312	106595	-	22806	IKZF3	7831	0.011	1	23	2.16	5.15	0.0135	0.00303	1698	0.99	1
chr15	43185118	43197177	12060	+	23582	CCNDBP1	8419	0.011	1	7	2.31	1.41	0.00616	0.00124	1136	0.99	1
chr13	36949738	37000261	50524	-	29880	ALG5	9385	0.011	1	5	2.38	0.963	0.00478	9.2e-4	1047	0.99	1
chr15	29264989	29269822	4834	-	56160	NSMCE3	11286	0.011	1	5	2.74	0.75	0.00546	8.2e-4	915	1	1
chr12	121626550	121642677	16128	+	84876	ORAI1	13941	0.011	1	7	2.33	1.39	0.00773	0.00154	906	0.99	1
chr14	74084796	74201235	116440	+	91750	LIN52	14385	0.011	1	3	2.84	0.418	0.00674	9.39e-4	445	0.99	1
chrX	143508735	143517475	8741	-	139067	SPANXN3	15622	0.011	1	3	3.3	0.305	0.00704	7.17e-4	426	1	1
chr5	83052846	83077863	25018	-	153339	TMEM167A	16275	0.011	1	2	3.48	0.18	0.00913	8.2e-4	219	1	1
chr7	6796809	6826770	29962	-	221960	CCZ1B	17170	0.011	1	8	2.42	1.5	0.00485	9.09e-4	1649	0.99	1
chr2	69962263	70102909	140647	-	400960	PCBP1-AS1	19446	0.011	1	14	2.26	2.93	0.0131	0.00273	1071	0.99	1
chr4	73740541	73743716	3176	+	3576	CXCL8	2398	0.012	1	3	2.91	0.399	0.00773	0.00103	388	0.99	1
chr6	170535120	170553307	18188	-	5689	PSMB1	3839	0.012	1	4	2.53	0.692	0.00551	9.53e-4	726	0.99	1
chr17	36103827	36105614	1788	+	6351	CCL4	4305	0.012	1	4	2.91	0.533	0.011	0.00147	362	1	1
chr3	143119771	143124014	4244	+	9435	CHST2	6286	0.012	1	11	2.24	2.33	0.00691	0.00146	1593	0.99	1
chr15	79311112	79427432	116321	+	23423	TMED3	8306	0.012	1	4	2.48	0.716	0.0048	8.58e-4	834	0.99	1
chr6	138773509	138793319	19811	+	25901	CCDC28A	8636	0.012	1	6	2.53	1.04	0.00589	0.00102	1019	0.99	1
chr13	106541673	106568137	26465	-	55082	ARGLU1	10632	0.012	1	6	2.57	1.01	0.0073	0.00123	822	0.99	1
chr8	119873717	120050918	177202	+	64798	DEPTOR	12308	0.012	1	7	2.45	1.28	0.00569	0.00104	1230	0.99	1
chr10	122849078	122879641	30564	-	196792	FAM24B	16756	0.012	1	2	3.16	0.223	0.00702	7.84e-4	285	0.99	1
chr9	14611071	14693471	82401	-	340481	ZDHHC21	18383	0.012	1	4	2.42	0.749	0.00501	9.39e-4	798	0.99	1
chr7	30516309	30595286	78978	-	401320	GARS-DT	19507	0.012	1	2	3.07	0.238	0.00901	0.00107	222	0.99	1
chr8	7470308	7475082	4775	-	503618	DEFB104B	20212	0.012	1	2	3.61	0.164	0.00913	7.5e-4	219	1	1
chr6	41787662	41789898	2237	+	100188893	TOMM6	22120	0.012	1	2	2.98	0.253	0.00889	0.00112	225	0.99	1
chr17	81509971	81523847	13877	-	71	ACTG1	50	0.013	1	34	2.08	8.03	0.0116	0.00274	2929	0.99	1
chr16	85899162	85922606	23445	+	3394	IRF8	2311	0.013	1	61	2.02	15	0.0212	0.00521	2884	0.99	1
chr6	31572054	31574324	2271	+	4049	LTA	2746	0.013	1	6	2.33	1.19	0.00971	0.00193	618	0.99	1
chr17	10672474	10698375	25902	-	6341	SCO1	4296	0.013	1	5	2.39	0.952	0.00493	9.39e-4	1014	0.99	1
chr11	126262938	126269144	6207	-	6734	SRPRA	4621	0.013	1	11	2.29	2.25	0.00574	0.00118	1917	0.99	1
chr3	189631389	189897276	265888	+	8626	TP63	5699	0.013	1	10	2.25	2.1	0.00382	8.03e-4	2620	0.99	1
chr1	148808181	149047267	239087	+	9659	PDE4DIP	6467	0.013	1	36	2.06	8.63	0.00317	7.6e-4	11355	0.99	1
chr13	41061509	41084006	22498	+	11193	WBP4	7718	0.013	1	8	2.26	1.67	0.00707	0.00148	1131	0.99	1
chr5	132866630	132868847	2218	+	27089	UQCRQ	9091	0.013	1	2	3.03	0.244	0.00803	9.82e-4	249	0.99	1
chr14	70325081	70359700	34620	-	51241	COX16	9775	0.013	1	3	2.88	0.408	0.00716	9.73e-4	419	0.99	1
chr12	66116555	66130750	14196	-	84298	LLPH	13684	0.013	1	3	2.71	0.458	0.00769	0.00118	390	0.99	1
chr1	74733152	74766677	33526	+	127253	TYW3	15275	0.013	1	6	2.35	1.17	0.00632	0.00124	949	0.99	1
chr17	12671862	12706135	34274	-	101928418	MYOCD-AS1	24978	0.013	1	1	4.14	0.0566	0.0152	8.58e-4	66	1	1
chr3	121631399	121660927	29529	-	3059	HCLS1	2089	0.014	1	8	2.3	1.62	0.0048	9.73e-4	1668	0.99	1
chr7	54752250	54759974	7725	-	23480	SEC61G	8344	0.014	1	2	3.56	0.17	0.00966	8.2e-4	207	1	1
chr8	406428	477967	71540	+	26260	FBXO25	8859	0.014	1	6	2.51	1.05	0.0047	8.23e-4	1277	0.99	1
chr10	103446786	103452402	5617	-	51063	CALHM2	9633	0.014	1	7	2.26	1.46	0.0072	0.0015	972	0.99	1
chr21	37059170	37073170	14001	-	51227	PIGP	9765	0.014	1	3	2.43	0.557	0.00533	9.89e-4	563	0.99	1
chr7	5898725	5926550	27826	+	51622	CCZ1	10014	0.014	1	7	2.2	1.53	0.00424	9.26e-4	1649	0.99	1
chr1	1512162	1534685	22524	+	55210	ATAD3A	10739	0.014	1	11	2.12	2.54	0.00489	0.00113	2249	0.99	1
chr1	67701475	67833467	131993	-	55970	GNG12	11216	0.014	1	2	3.02	0.246	0.00913	0.00112	219	0.99	1
chr17	50133737	50150677	16941	-	84687	PPP1R9B	13846	0.014	1	18	2.12	4.13	0.00733	0.00168	2454	0.99	1
chr2	55519604	55545879	26276	+	112942	CFAP36	14635	0.014	1	6	2.46	1.09	0.00442	8.02e-4	1358	0.99	1
chr12	630858	664196	33339	+	100049716	NINJ2-AS1	21608	0.014	1	4	2.6	0.658	0.0196	0.00323	204	0.99	1
chr5	111510396	111739726	229331	+	100505678	STARD4-AS1	22893	0.014	1	3	3.15	0.337	0.0073	8.2e-4	411	1	1
chr4	121667946	121696995	29050	-	308	ANXA5	212	0.015	1	5	2.44	0.922	0.00465	8.58e-4	1075	0.99	1
chr14	68787660	68796253	8594	-	677	ZFP36L1	476	0.015	1	41	1.99	10.3	0.0143	0.00359	2872	0.99	1
chrX	154617609	154619271	1663	-	1485	CTAG1B	1054	0.015	1	4	2.37	0.775	0.00512	9.93e-4	781	0.99	1
chr1	67685201	67688334	3134	+	1647	GADD45A	1172	0.015	1	4	2.31	0.808	0.00556	0.00112	719	0.99	1
chr19	33386950	33521791	134842	-	5184	PEPD	3457	0.015	1	7	2.18	1.54	0.00376	8.28e-4	1863	0.99	1
chr6	27865355	27865747	393	+	8332	H2AC16	5479	0.015	1	4	2.51	0.703	0.0101	0.00177	397	0.99	1
chr6	26188765	26189076	312	-	8360	H4C4	5504	0.015	1	6	2.28	1.23	0.0192	0.00395	312	0.99	1
chr12	63779842	63809562	29721	+	10329	RXYLT1	7040	0.015	1	7	2.37	1.35	0.00465	8.97e-4	1504	0.99	1
chr13	72752169	72782096	29928	-	22894	DIS3	7896	0.015	1	12	2.11	2.79	0.0037	8.58e-4	3247	0.99	1
chr4	152320544	152536092	215549	-	55294	FBXW7	10811	0.015	1	16	2.08	3.77	0.00427	0.00101	3749	0.99	1
chr19	9140397	9163424	23028	+	57693	ZNF317	11835	0.015	1	8	2.19	1.76	0.00427	9.39e-4	1872	0.99	1
chr19	15451624	15464544	12921	-	64926	RASAL3	12351	0.015	1	14	2.15	3.15	0.00423	9.52e-4	3311	0.99	1
chr11	63938959	63957319	18361	+	79829	NAA40	12825	0.015	1	6	2.21	1.3	0.00683	0.00148	879	0.99	1
chr2	173354820	173368997	14178	+	83879	CDCA7	13477	0.015	1	8	2.23	1.71	0.0054	0.00115	1482	0.99	1
chr3	191329085	191398659	69575	+	152137	CCDC50	16231	0.015	1	7	2.17	1.55	0.00483	0.00107	1449	0.99	1
chr17	43006725	43014456	7732	+	3430	IFI35	2329	0.016	1	5	2.31	1.01	0.00513	0.00103	974	0.99	1
chr19	6210381	6279975	69595	-	4298	MLLT1	2925	0.016	1	9	2.25	1.89	0.00536	0.00113	1680	0.99	1
chr6	132814569	132817564	2996	+	6206	RPS12	4198	0.016	1	3	2.55	0.513	0.00752	0.00129	399	0.99	1
chr1	91500851	91525764	24914	+	8317	CDC7	5466	0.016	1	7	2.33	1.39	0.00396	7.87e-4	1768	0.99	1
chr17	49598884	49678163	79280	-	8405	SPOP	5532	0.016	1	8	2.2	1.75	0.00567	0.00124	1410	0.99	1
chr6	14117256	14136918	19663	+	9308	CD83	6189	0.016	1	13	2.14	2.96	0.0158	0.00359	823	0.99	1
chr18	49782164	49813953	31790	-	10449	ACAA2	7125	0.016	1	6	2.35	1.18	0.00399	7.84e-4	1504	0.99	1
chr3	12557087	12583713	26627	+	23609	MKRN2	8442	0.016	1	6	2.24	1.27	0.00437	9.25e-4	1374	0.99	1
chr17	36948954	37056871	107918	+	26574	AATF	8937	0.016	1	9	2.24	1.9	0.00452	9.56e-4	1991	0.99	1
chr2	189441446	189475552	34107	+	84128	WDR75	13571	0.016	1	9	2.13	2.06	0.00343	7.84e-4	2625	0.99	1
chrX	44523639	44542859	19221	-	139341	FUNDC1	15635	0.016	1	3	2.97	0.384	0.00641	8.2e-4	468	1	1
chr4	158666675	158672255	5581	-	201725	C4orf46	16889	0.016	1	2	2.59	0.332	0.00565	9.39e-4	354	0.99	1
chr1	1659529	1692795	33267	-	728661	SLC35E2B	21283	0.016	1	7	2.35	1.38	0.0057	0.00112	1227	0.99	1
chr1	20642657	20652193	9537	-	100861548	PINK1-AS	23964	0.016	1	6	2.4	1.14	0.00619	0.00118	970	0.99	1
chr7	107891162	107931730	40569	+	1738	DLD	1218	0.017	1	10	2.04	2.42	0.00387	9.39e-4	2582	0.98	1
chr1	1335276	1349418	14143	-	1855	DVL1	1315	0.017	1	16	1.99	4.03	0.00646	0.00163	2477	0.98	1
chr6	27837760	27839482	1723	+	8341	H2BC15	5485	0.017	1	10	2.09	2.35	0.00869	0.00204	1151	0.98	1
chr5	69560242	70448015	887774	+	653238	GTF2H2B	20819	0.017	1	11	2.16	2.46	0.00335	7.48e-4	3288	0.99	1
chr6	31827738	31830254	2517	+	3304	HSPA1B	2265	0.018	1	16	1.99	4.02	0.00831	0.00209	1926	0.98	1
chr6	35468401	35470785	2385	+	4736	RPL10A	3144	0.018	1	4	2.33	0.794	0.00612	0.00121	654	0.99	1
chr3	186789880	186807058	17179	-	5984	RFC4	4057	0.018	1	7	2.1	1.63	0.00483	0.00113	1448	0.98	1
chr12	57095408	57132139	36732	-	6778	STAT6	4653	0.018	1	23	2	5.74	0.00657	0.00164	3502	0.98	1
chr2	36837698	36966536	128839	-	6801	STRN	4671	0.018	1	9	2.15	2.03	0.00354	7.98e-4	2541	0.99	1
chr4	109815510	109824740	9231	+	54433	GAR1	10215	0.018	1	3	2.38	0.578	0.00459	8.84e-4	654	0.98	1
chr16	84476355	84554033	77679	-	57707	MEAK7	11847	0.018	1	9	2.2	1.96	0.00478	0.00104	1882	0.99	1
chr19	10092338	10102796	10459	-	83854	ANGPTL6	13461	0.018	1	8	2.06	1.92	0.0054	0.00129	1481	0.98	1
chr1	160091340	160098943	7604	-	93185	IGSF8	14511	0.018	1	10	2.1	2.33	0.00543	0.00126	1842	0.99	1
chr19	5782960	5784746	1787	-	163154	PRR22	16532	0.018	1	8	2.11	1.85	0.00498	0.00116	1605	0.98	1
chr1	149054027	149103561	49535	-	400818	NBPF9	19421	0.018	1	12	2.08	2.84	0.00334	7.91e-4	3588	0.99	1
chr2	37196488	37216193	19706	+	100505876	CEBPZOS	22939	0.018	1	6	2.28	1.23	0.00555	0.00114	1082	0.99	1
chr7	94278680	94395608	116929	-	101927525	COL1A2-AS1	24654	0.018	1	1	4.19	0.0549	0.0143	7.84e-4	70	1	1
chr17	57989038	58007346	18309	-	6426	SRSF1	4360	0.019	1	8	2.14	1.81	0.00543	0.00123	1473	0.99	1
chr19	21291160	21329425	38266	-	7562	ZNF708	5191	0.019	1	8	2.1	1.87	0.00336	7.84e-4	2379	0.98	1
chr17	63695888	63701172	5285	-	80774	LIMD2	13161	0.019	1	7	2.19	1.53	0.012	0.00262	584	0.99	1
chr5	127517609	127555089	37481	+	133619	PRRC1	15497	0.019	1	7	2.09	1.64	0.00382	8.98e-4	1831	0.98	1
chr3	192796815	192917856	121042	-	151963	MB21D2	16217	0.019	1	5	2.14	1.13	0.00339	7.67e-4	1476	0.98	1
chr7	102482445	102642869	160425	-	100271927	RASA4B	22154	0.019	1	41	1.91	10.9	0.00388	0.00103	10563	0.98	1
chr10	16590611	16817463	226853	-	6251	RSU1	4227	0.02	1	4	2.4	0.757	0.00479	9.06e-4	835	0.99	1
chr5	111662621	111997464	334844	-	9315	NREP	6195	0.02	1	3	2.73	0.452	0.00546	8.24e-4	549	0.99	1
chr12	76344474	76348415	3942	-	79738	BBS10	12756	0.02	1	7	2.1	1.63	0.00322	7.5e-4	2172	0.98	1
chr19	54465026	54473296	8271	-	148170	CDC42EP5	16006	0.02	1	3	2.32	0.602	0.00671	0.00135	447	0.98	1
chr8	25459199	25507911	48713	+	157313	CDCA2	16350	0.02	1	12	1.99	3.01	0.00368	9.25e-4	3259	0.98	1
chr22	23894426	23898930	4505	-	284889	MIF-AS1	17893	0.02	1	3	2.25	0.63	0.00802	0.00168	374	0.98	1
chr22	28794555	28800597	6043	-	7494	XBP1	5150	0.021	1	10	1.99	2.52	0.00564	0.00142	1773	0.98	1
chr6	27807444	27807931	488	-	8340	H2BC13	5484	0.021	1	4	2.32	0.802	0.0105	0.00211	381	0.99	1
chr6	89080751	89085160	4410	+	10957	PNRC1	7525	0.021	1	6	2.22	1.29	0.00425	9.11e-4	1413	0.99	1
chr1	17539698	17697874	158177	+	55160	ARHGEF10L	10694	0.021	1	15	1.99	3.79	0.00367	9.26e-4	4086	0.98	1
chr2	69013178	69249327	236150	+	84168	ANTXR1	13594	0.021	1	6	2.12	1.38	0.00314	7.23e-4	1913	0.98	1
chr17	40360652	40364737	4086	-	125111	GJD3	15171	0.021	1	7	2.04	1.7	0.00791	0.00192	885	0.98	1
chr10	114938195	114977676	39482	+	142940	TRUB1	15754	0.021	1	5	2.25	1.05	0.00476	9.99e-4	1050	0.99	1
chr10	49988318	50010499	22182	+	414189	AGAP6	19801	0.021	1	7	2.11	1.62	0.0034	7.84e-4	2061	0.98	1
chr8	144317246	144317315	70	-	102465511	MIR6848	25614	0.021	1	0	-Inf	0.0141	0	0.00202	7	0.99	1
chr5	136303757	136316100	12344	+	106478968	TRPC7-AS2	26798	0.021	1	1	2.93	0.131	0.00546	7.17e-4	183	0.99	1
chr17	80101556	80119881	18326	+	2548	GAA	1702	0.022	1	12	1.93	3.14	0.00383	0.001	3130	0.98	1
chr14	74285269	74303055	17787	-	5826	ABCD4	3942	0.022	1	11	2.05	2.66	0.00389	9.41e-4	2825	0.98	1
chr19	50415799	50431314	15516	+	6689	SPIB	4580	0.022	1	17	1.94	4.42	0.00774	0.00201	2195	0.98	1
chr11	6606294	6612539	6246	-	6881	TAF10	4729	0.022	1	12	2.04	2.93	0.00507	0.00124	2368	0.98	1
chr1	3652516	3736201	83686	+	7161	TP73	4934	0.022	1	15	1.98	3.8	0.00659	0.00167	2275	0.98	1
chrX	141583674	141585011	1338	-	30014	SPANXA1	9478	0.022	1	2	3.25	0.211	0.0068	7.17e-4	294	1	1
chr4	7754090	7778928	24839	+	84740	AFAP1-AS1	13874	0.022	1	3	2.28	0.618	0.00452	9.32e-4	663	0.98	1
chr17	35918066	35930773	12708	-	201299	RDM1	16873	0.022	1	6	2.17	1.33	0.00483	0.00107	1241	0.98	1
chr11	126340889	126355587	14699	-	399972	GSEC	19325	0.022	1	3	2.69	0.465	0.00794	0.00123	378	0.99	1
chr20	2655413	2658392	2980	+	692201	SNORD86	21014	0.022	1	6	2.14	1.36	0.00413	9.39e-4	1454	0.98	1
chr13	51452370	51549875	97506	+	100507398	INTS6-AS1	23256	0.022	1	2	3.28	0.206	0.0109	0.00112	183	1	1
chr1	43447776	43448644	869	-	100873952	SZT2-AS1	24005	0.022	1	3	2.31	0.604	0.00534	0.00107	562	0.98	1
chr1	165662216	165698863	36648	-	223	ALDH9A1	160	0.023	1	7	1.98	1.78	0.0045	0.00114	1557	0.98	1
chr11	118883892	118897787	13896	+	643	CXCR5	444	0.023	1	20	1.93	5.25	0.0179	0.00469	1119	0.98	1
chr7	56051685	56063989	12305	+	908	CCT6A	641	0.023	1	7	2.09	1.64	0.00439	0.00103	1596	0.98	1
chr6	31665236	31670343	5108	+	1460	CSNK2B	1035	0.023	1	8	2.15	1.81	0.00962	0.00217	832	0.99	1
chr8	108201216	108355726	154511	-	3646	EIF3E	2453	0.023	1	8	2.13	1.83	0.00429	9.82e-4	1864	0.98	1
chr12	102196459	102197833	1375	-	5367	PMCH	3602	0.023	1	2	2.29	0.408	0.00402	8.2e-4	498	0.98	1
chr18	79679801	79756623	76823	+	9150	CTDP1	6082	0.023	1	12	1.94	3.12	0.00377	9.82e-4	3182	0.98	1
chr2	27650809	27663840	13032	-	9913	SUPT7L	6692	0.023	1	8	2.06	1.92	0.00458	0.0011	1746	0.98	1
chr9	104094260	104141419	47160	+	10592	SMC2	7248	0.023	1	12	1.95	3.1	0.00314	8.1e-4	3823	0.98	1
chr7	27525442	27662883	137442	-	11112	HIBADH	7646	0.023	1	5	2.09	1.17	0.00377	8.84e-4	1325	0.98	1
chr2	238320441	238400897	80457	+	26146	TRAF3IP1	8798	0.023	1	10	1.96	2.57	0.00447	0.00115	2235	0.98	1
chr6	83859656	83967423	107768	+	51167	CYB5R4	9723	0.023	1	6	2.01	1.48	0.0035	8.67e-4	1713	0.98	1
chr8	145052465	145066685	14221	+	65265	C8orf33	12412	0.023	1	4	2.19	0.874	0.0043	9.39e-4	931	0.98	1
chr7	15200317	15562015	361699	-	392636	AGMO	19275	0.023	1	5	2.19	1.1	0.00327	7.17e-4	1530	0.98	1
chr1	110672465	110674940	2476	-	3738	KCNA3	2524	0.024	1	8	1.98	2.02	0.00463	0.00117	1728	0.98	1
chr7	137227341	137343774	116434	-	5764	PTN	3898	0.024	1	2	2.32	0.399	0.00359	7.17e-4	557	0.98	1
chr4	39287456	39366375	78920	-	5981	RFC1	4054	0.024	1	17	1.94	4.42	0.00347	9.02e-4	4901	0.98	1
chr7	19020991	19117636	96646	-	7291	TWIST1	5008	0.024	1	5	2.38	0.962	0.00407	7.84e-4	1227	0.99	1
chr6	31828834	31839766	10933	+	50854	SNHG32	9571	0.024	1	9	2.04	2.19	0.00863	0.0021	1043	0.98	1
chr11	59806140	59810778	4639	-	54948	MRPL16	10523	0.024	1	5	2.33	0.996	0.00493	9.82e-4	1015	0.99	1
chr1	1373730	1375495	1766	-	54998	AURKAIP1	10567	0.024	1	5	2.24	1.06	0.00833	0.00176	600	0.99	1
chr10	37775371	37858106	82736	-	57209	ZNF248	11588	0.024	1	7	2.13	1.6	0.00344	7.84e-4	2036	0.98	1
chr12	27780048	27803040	22993	+	57542	KLHL42	11720	0.024	1	10	1.95	2.58	0.00476	0.00123	2100	0.98	1
chr2	10570754	10689987	119234	-	79954	NOL10	12922	0.024	1	8	2.13	1.83	0.00376	8.6e-4	2127	0.98	1
chr5	82279462	82386977	107516	+	92270	ATP6AP1L	14434	0.024	1	3	2.37	0.579	0.00444	8.58e-4	675	0.98	1
chr19	4536402	4540036	3635	-	116844	LRG1	14888	0.024	1	7	2.15	1.57	0.0067	0.00151	1044	0.98	1
chr3	120686681	120742993	56313	-	285282	RABL3	17944	0.024	1	4	2.3	0.814	0.00493	0.001	811	0.99	1
chr12	132136594	132144319	7726	-	317781	DDX51	18147	0.024	1	9	2	2.25	0.0045	0.00112	2001	0.98	1
chr17	19127535	19159187	31653	+	400581	GRAPL	19372	0.024	1	3	2.4	0.568	0.00429	8.13e-4	699	0.99	1
chr16	27678940	27718806	39867	-	100128079	LOC100128079	21712	0.024	1	3	2.21	0.649	0.00376	8.14e-4	797	0.98	1
chr6	31982057	32035418	53362	+	100293534	C4B_2	22289	0.024	1	36	1.83	10.1	0.00328	9.21e-4	10977	0.98	1
chr7	131309469	131328312	18844	-	100506881	MKLN1-AS	23155	0.024	1	1	3.38	0.0962	0.0102	9.82e-4	98	0.99	1
chr2	143937073	143964156	27084	+	101928386	LOC101928386	24966	0.024	1	2	2.51	0.35	0.00428	7.5e-4	467	0.98	1
chr20	31664452	31723989	59538	-	598	BCL2L1	414	0.025	1	11	2.02	2.71	0.00605	0.00149	1818	0.98	1
chr19	18831938	18868236	36299	+	5976	UPF1	4049	0.025	1	16	1.9	4.3	0.0046	0.00124	3475	0.98	1
chr6	42744498	42746103	1606	-	6903	TBCC	4748	0.025	1	10	2.01	2.49	0.00961	0.00239	1041	0.98	1
chrX	48676596	48691427	14832	+	7454	WAS	5122	0.025	1	7	2.09	1.64	0.00438	0.00103	1600	0.98	1
chr6	27871905	27872315	411	-	8354	H3C11	5498	0.025	1	4	2.4	0.756	0.00973	0.00184	411	0.99	1
chr7	149431363	149461062	29700	-	27153	ZNF777	9132	0.025	1	9	2.02	2.22	0.00361	8.89e-4	2496	0.98	1
chr8	109334324	109345954	11631	+	56943	ENY2	11433	0.025	1	2	2.26	0.419	0.0041	8.58e-4	488	0.98	1
chr17	36591879	36600804	8926	+	79154	DHRS11	12551	0.025	1	5	2.13	1.14	0.00493	0.00112	1015	0.98	1
chr19	38789200	38791754	2555	+	653499	LGALS7B	20843	0.025	1	4	2.47	0.724	0.00973	0.00176	411	0.99	1
chr16	47144323	47162749	18427	+	101927102	ITFG1-AS1	24479	0.025	1	2	2.32	0.4	0.00384	7.68e-4	521	0.98	1
chrX	101349447	101390796	41350	-	695	BTK	488	0.026	1	20	1.82	5.67	0.00846	0.0024	2363	0.97	1
chr15	78921058	78949574	28517	-	1512	CTSH	1075	0.026	1	8	1.9	2.15	0.00547	0.00147	1463	0.97	1
chr6	122399551	122433119	33569	+	3298	HSF2	2260	0.026	1	7	1.96	1.81	0.00384	9.91e-4	1822	0.98	1
chr13	113297239	113323672	26434	+	3916	LAMP1	2662	0.026	1	5	2.07	1.19	0.00399	9.5e-4	1254	0.98	1
chr6	49430360	49463253	32894	-	4594	MMUT	3025	0.026	1	8	2.03	1.96	0.00355	8.71e-4	2253	0.98	1
chr8	48008415	48064708	56294	+	7336	UBE2V2	5041	0.026	1	3	2.21	0.649	0.00408	8.82e-4	736	0.98	1
chr10	13099449	13138308	38860	+	10133	OPTN	6869	0.026	1	9	1.93	2.35	0.00383	0.001	2350	0.98	1
chr12	123584533	123598582	14050	+	10959	TMED2	7526	0.026	1	4	2.07	0.955	0.00471	0.00112	850	0.98	1
chr1	7954291	7985505	31215	+	11315	PARK7	7793	0.026	1	5	2.16	1.12	0.00503	0.00112	995	0.98	1
chr2	53787044	53818819	31776	+	27248	ERLEC1	9178	0.026	1	5	2.06	1.2	0.00344	8.28e-4	1452	0.98	1
chr1	85649417	85708433	59017	-	54680	ZNHIT6	10345	0.026	1	6	1.96	1.54	0.00307	7.9e-4	1952	0.98	1
chr4	105145875	105279816	133942	+	54790	TET2	10389	0.026	1	45	1.77	13.2	0.00334	9.77e-4	13486	0.97	1
chr1	229440259	229508341	68083	-	55746	NUP133	11071	0.026	1	12	1.9	3.22	0.00346	9.28e-4	3471	0.98	1
chr2	127701497	127705242	3746	+	84826	SFT2D3	13910	0.026	1	4	2.2	0.87	0.00617	0.00134	648	0.98	1
chr17	46372855	46640147	267293	+	728806	NSFP1	21305	0.026	1	18	1.82	5.11	0.00267	7.58e-4	6740	0.97	1
chr12	4247981	4276252	28272	-	103752584	CCND2-AS1	26160	0.026	1	4	2.45	0.73	0.00704	0.00129	568	0.99	1
chr16	10528422	10580632	52211	-	2013	EMP2	1408	0.027	1	3	2.28	0.62	0.00595	0.00123	504	0.98	1
chr3	33388336	33441371	53036	-	7342	UBP1	5044	0.027	1	7	2.06	1.68	0.00373	8.96e-4	1876	0.98	1
chr14	100239144	100282788	43645	+	7528	YY1	5166	0.027	1	20	1.83	5.64	0.0108	0.00305	1849	0.98	1
chr1	114716913	114758676	41764	-	7812	CSDE1	5311	0.027	1	10	1.95	2.58	0.00347	8.97e-4	2880	0.98	1
chr10	84139509	84153568	14060	+	27069	GHITM	9080	0.027	1	5	2.04	1.22	0.00482	0.00118	1038	0.98	1
chr15	34341713	34343177	1465	-	55505	NOP10	10899	0.027	1	2	2.95	0.259	0.00794	0.00103	252	0.99	1
chr12	22046218	22065674	19457	+	55907	CMAS	11193	0.027	1	6	2.18	1.32	0.00407	8.96e-4	1473	0.98	1
chr9	96385941	96418370	32430	-	195828	ZNF367	16726	0.027	1	5	2.08	1.18	0.00475	0.00112	1053	0.98	1
chr16	19701937	19718235	16299	-	400506	KNOP1	19357	0.027	1	7	2	1.75	0.00299	7.5e-4	2341	0.98	1
chr1	119031216	119140671	109456	-	10352	WARS2	7056	0.028	1	4	2.12	0.918	0.0036	8.25e-4	1112	0.98	1
chr6	34587288	34696859	109572	-	64771	ILRUN	12287	0.028	1	5	2.18	1.1	0.00506	0.00112	988	0.98	1
chr15	22838641	22868384	29744	+	81614	NIPA2	13274	0.028	1	5	2.06	1.2	0.00446	0.00107	1121	0.98	1
chr19	50797704	50804929	7226	-	84798	C19orf48	13894	0.028	1	2	2.14	0.455	0.00565	0.00128	354	0.97	1
